Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,OperatingSystems,Browser,Region,TrafficType,Month,VisitorType,Weekend,Revenue
3,356.672005653236,1,96.2204018423519,50,2485.9212295922,0.114876443387944,0.104257368796056,4.4847706730085,0,2,3,6,2,Nov,Returning_Visitor,False,False
0,0,1,0,16,1689.12264218043,0.106667056670097,0.113052069352988,0,0.0466713983408507,3,4,3,8,Jul,Returning_Visitor,True,False
2,0,0,51.5902741019487,0,0,0.130783410249393,0.190266155114579,0,0.154076413141012,3,1,3,1,Mar,Returning_Visitor,False,False
3,144.585070469633,0,0,5,0,0.0507289855600041,0.0833501582441693,0,0,2,1,1,7,Nov,Returning_Visitor,True,False
3,292.4413700661,0,0,0,0,0.00495251289912516,0.0186265471468704,19.678552215058,0.129444894094337,4,4,4,5,May,Returning_Visitor,False,True
5,0,2,63.2591782071295,60,3973.4755579852,0.0367729792048471,0.04768955161536,10.4381289628937,0.214787862559815,2,3,3,5,Mar,Returning_Visitor,False,False
0,0,2,157.062849619085,0,0,0.0350256970516911,0.0645416936419207,9.85742932464687,0,3,3,1,1,Nov,Returning_Visitor,False,False
5,203.960375740919,0,114.692163629638,50,2993.130589858,0.00760670838552191,0.0212294596405657,0,0.191896735144479,2,2,1,2,May,Returning_Visitor,False,False
2,0,1,126.66338197153,58,1796.27133288215,0.106723704277078,0.110624843715693,17.0619076188963,0,1,6,7,1,Mar,Returning_Visitor,False,False
3,123.420980861263,1,0,10,87.3856445579673,0.070851868436808,0.103230197376768,0,0,4,4,2,5,Mar,Returning_Visitor,False,False
0,0,0,208.114665801275,0,0,0,0.0172522705834,0,0,2,1,6,2,June,Returning_Visitor,False,False
1,0,0,40.1292975326045,19,0,0,0,0,0.172647032102235,3,4,1,9,Feb,Returning_Visitor,False,False
0,0,0,0,0,63.027528776522,0.0354426272830788,0.0434058665235272,0,0.280081294894683,2,2,4,14,Mar,Returning_Visitor,False,False
3,0.429104425309077,3,80.7047519741419,102,3767.59684753588,0.00766372033049041,0.00251580624157481,9.28352019076289,0.0701270799116576,1,5,5,3,May,Returning_Visitor,False,True
3,29.3936300332957,1,61.3994136973222,35,2189.56667024538,0,0.0350452419889947,0,0.0451559701897114,1,2,4,1,May,Returning_Visitor,False,False
5,307.744784984871,0,0,17,0,0,0.0256236431972787,16.522989899722,0.157886800059967,2,2,1,2,Nov,Returning_Visitor,False,False
0,0,1,148.811959801554,5,3.76123936328872,0.0343297411139006,0.087796485263482,7.5231973840934,0.0680478054230573,1,4,3,7,May,Returning_Visitor,False,False
0,0,0,0,50,0,0.163677390213654,0.169066714492894,0,0.107355912107747,1,1,2,9,Dec,Returning_Visitor,False,False
0,0,0,0,0,0,0.0679463329707902,0.105824461709651,7.30222220217119,0.109351558762142,1,3,1,1,Feb,New_Visitor,False,False
1,0,0,0,65,1604.32303681765,0.0711681831671282,0.0599775756960788,13.1606225130328,0.0764962514298448,2,3,5,2,Mar,New_Visitor,False,False
3,0,2,98.0463604839337,130,3366.89891304294,0,0.00330588111906245,20.3441029771088,0.572058032503692,2,2,7,1,May,Returning_Visitor,False,False
0,0,0,0,0,0,0.122779601596045,0.143886891522942,1.05131701573683,0.307349195622303,2,1,1,5,Aug,New_Visitor,True,False
1,125.267860312591,0,0,31,1198.39226714344,0.0890088383550528,0.150590119986766,0,0.433075410907517,1,1,4,6,Mar,Returning_Visitor,False,False
0,67.7246942472816,0,117.090217506733,0,83.7115673312942,0,0.0300713014032495,0,0.174497394231003,1,2,2,2,Mar,New_Visitor,True,False
3,0,2,224.861163316714,31,1402.7200760616,0.0500624109346969,0.0937100210226859,11.8674337182985,0,2,2,2,6,May,Returning_Visitor,False,False
5,180.883822665717,0,0,9,0,0,0,0,0.0742861658183212,3,1,4,2,Sep,Returning_Visitor,False,False
10,420.340827433687,0,0,0,0,0,0.0373444976572178,29.1093294931969,0,1,1,1,11,Aug,Returning_Visitor,True,True
4,305.510501249298,1,90.0541966967238,0,0,0.0202842374493758,0.0497436119574475,3.70279741708763,0.110943654280765,1,1,2,1,May,Returning_Visitor,True,False
5,57.3857002784644,2,0,30,867.514240956307,0.0662198648760721,0.0738573118870541,9.4037450334683,0,2,1,5,1,Nov,Returning_Visitor,False,False
5,100.462958457663,1,106.298275970476,4,0,0,0,0,0.280042511030598,3,6,2,3,May,Returning_Visitor,False,False
3,0,2,93.4411392170824,62,3530.42997188994,0,0,1.66154918078186,0,1,4,3,1,Aug,Returning_Visitor,False,False
4,196.195286557827,1,127.787152880583,0,305.79815843955,0.00144229253491826,0.0426042983756091,0,0,2,5,2,1,Nov,Returning_Visitor,False,False
1,0,2,349.952118197759,2,1096.70952312906,0,0.0246892853742337,43.0346206846513,0.0177014097368123,1,1,6,5,May,New_Visitor,False,True
0,0,0,0,5,1001.48494193824,0,0.045573003131018,1.22191923628177,0,2,3,8,1,Mar,Returning_Visitor,True,False
0,0,1,101.301314878717,24,214.236703415136,0.0776676914818393,0.10688470287914,4.58535493598912,0.10736821180732,3,4,3,3,Nov,Returning_Visitor,True,False
2,142.597203701784,0,0,118,4653.42148392994,0,0,13.0763582736185,0,1,3,2,1,Mar,Returning_Visitor,False,False
1,63.3088890165856,3,171.731762617204,77,2731.31145999118,0.0416489455296539,0.0398350385194823,0,0,4,3,5,8,Dec,Returning_Visitor,False,False
0,0,0,0,0,215.863144218597,0.0501562086103887,0.0419529466615599,8.4974436262079,0.197189763438152,3,3,6,6,Sep,Returning_Visitor,True,False
1,163.765470111094,0,0,43,254.183079456882,0.0735157864985238,0.066262859064803,0,0.199001109605836,1,2,7,1,Nov,Returning_Visitor,False,False
0,0,1,72.8572230505108,27,693.244371829893,0.0984391905159881,0.130574650835841,4.83584903857029,0.0927462838730434,4,4,5,6,May,New_Visitor,False,False
3,65.9620512149818,1,41.1708890604118,54,1221.16376580065,0,0,7.47013686317162,0.164211809374223,1,4,7,1,May,Returning_Visitor,True,False
1,0,1,136.249167173638,8,91.9965043818351,0.00563465807872756,0.0228872784285107,0,0.251945331773208,3,3,3,4,May,Returning_Visitor,True,False
9,282.479850022915,0,0,17,2045.84537864652,0,0.00962526968282435,18.7349452694852,0,3,1,7,1,May,Returning_Visitor,True,False
1,0.0800529146379034,0,0,18,1953.08344975122,0,0,1.69412170032393,0.0378829081114851,2,6,6,1,Nov,Returning_Visitor,True,False
0,0,0,0,0,0,0.0420010873810477,0.0598847455366484,1.77728579318281,0,2,1,3,1,May,Returning_Visitor,False,False
5,0,3,303.735822194762,34,2528.99850084678,0.0228444523207495,0.0273116832910295,0,0.0187882695017788,4,5,2,6,May,Returning_Visitor,False,True
0,0,0,0,0,0,0.0642071656453529,0.144300523312111,0,0.47138516403863,1,1,4,1,Dec,Other,True,False
0,0,0,0,10,1197.35728114855,0.0299173612214785,0.0516002644919373,0.16500128426075,0.533310030563928,3,1,1,1,Nov,Returning_Visitor,True,False
7,372.35258673323,2,48.1320119244495,140,5146.15794057358,0.0060031892814532,0,13.4719523015986,0.0579438730945564,2,1,1,1,Nov,Returning_Visitor,False,True
0,18.7191046633822,1,101.55109073311,76,3340.75733869588,0.0252447690360748,0.0433771938279263,3.02012425504493,0.0994693008080917,2,1,4,3,Oct,Returning_Visitor,False,False
1,73.4914736778701,2,35.37562444753,12,1046.91399647516,0.0682686336174187,0.0830308170730289,3.99451319412988,0.268873504494797,1,3,1,4,Mar,Returning_Visitor,False,False
6,185.704242431175,2,293.521103672142,106,4435.90388348255,0.00640939474276694,0,6.48255566982529,0.494755226863469,3,3,7,1,Nov,Returning_Visitor,True,False
2,308.279591577818,0,14.5645472667964,81,3533.7407394377,0,0.0165986746198062,2.1542804245343,0,2,2,1,7,Sep,Returning_Visitor,True,False
0,0,0,0,43,2789.09752057866,0.033906928565424,0.0427073257716964,44.7033872305794,0.0687415254048695,3,2,6,5,Aug,Returning_Visitor,False,True
3,326.85932461249,1,144.186961332426,56,1818.44727048342,0.039921652158553,0.0297796038210813,0,0.0714174571809798,2,2,1,3,Dec,New_Visitor,False,False
0,0,1,288.048567389765,12,333.762600843573,0.042635692332018,0.075905063013231,0,0.212727749397686,4,3,1,5,May,Returning_Visitor,False,False
9,227.853651734632,1,313.125423788309,35,1449.52259179725,0.128374022392876,0.121553920483111,15.1800911878071,0,2,3,3,5,Nov,New_Visitor,False,False
3,95.7602120435326,0,4.75162656590607,78,1383.05238843734,0,0.00322410472869903,18.6009687424078,0,1,2,4,2,May,Returning_Visitor,False,False
0,0,0,0,0,0,0.0833205274250175,0.0918297030909334,0,0,3,5,1,6,Nov,Returning_Visitor,False,False
2,59.5459142995468,1,0,0,0,0.0659019101081726,0.0573889272053499,18.6328229387619,0.0958868829452277,1,2,3,1,Jul,Returning_Visitor,True,False
3,0,1,0,45,662.827094063015,0.0165924081438539,0.00878785968145239,63.6201050149566,0.0701385449799639,3,6,2,8,Dec,Returning_Visitor,True,True
0,141.158090304843,0,0,2,0,0.026410391277908,0.0713962681116766,0,0,2,1,1,6,May,Returning_Visitor,True,False
0,277.260289563932,0,100.832242782523,51,2488.69743428494,0.0361331329015446,0.0280050260879994,0,0.00593615435308238,3,4,5,1,Mar,New_Visitor,False,False
4,102.047145092042,3,74.1075281652689,44,577.482999896044,0,0.00922215336037292,0,0,1,4,1,8,Nov,New_Visitor,False,True
5,0,0,29.1860457689049,59,2179.04636791281,0.0787570655296095,0.0731006917857403,3.22733554525835,0.288098447024497,2,1,1,1,May,New_Visitor,False,False
5,0,1,0,96,3506.06118352001,0,0.00961663149402388,50.822308454673,0,3,3,1,7,Nov,Returning_Visitor,False,True
5,362.79208513873,0,15.3958147097633,76,3258.64300341017,0,0.0237243369242458,1.81255845318162,0.0418105528715694,2,1,2,1,May,Returning_Visitor,False,False
5,97.4397254458382,3,279.453184349868,68,1942.58484071607,0,0.00793376043759846,41.5410563952717,0.162957833603044,4,6,3,6,Dec,New_Visitor,False,True
8,303.883458379678,3,340.793921472862,6,2675.91813152875,0.107821115682505,0.0973821018839347,10.5647543248089,0.0703103001481184,1,1,3,2,Oct,Returning_Visitor,False,False
3,0,0,0,143,4792.4972691222,0.00466419498991194,0.0113176221027456,28.172269055738,0,2,2,5,4,Nov,New_Visitor,False,True
2,0,2,49.6687551971234,63,2264.55335138168,0.0435737330507074,0.0474361571417369,0.212157349762065,0.0416117671861362,2,5,7,8,Dec,Returning_Visitor,True,False
2,0,0,0,68,1645.95122578831,0.0271144158580485,0.0370801347265724,14.6405588955534,0.152487693234599,1,2,1,1,Dec,Returning_Visitor,False,False
1,107.616011647107,0,0,26,138.286318428023,0.103372286095578,0.0885140295291006,0,0.479006155646136,1,2,2,5,May,Returning_Visitor,False,False
4,0,2,340.524853035716,31,486.61143563693,0.0123585033287588,0.0229241258964523,26.1761222616916,0,1,1,7,1,Dec,Returning_Visitor,False,True
0,0,0,0,0,354.45714378808,0,0.00725396512691496,0,0.503351731246086,2,7,1,7,Nov,Returning_Visitor,True,False
2,108.989015930192,0,0,28,2938.18489472177,0.0748814888151596,0.103984421420572,0,0,1,2,6,1,Nov,Returning_Visitor,False,False
3,169.028222426143,1,170.461364608582,42,346.324955559463,0.0427718395621331,0.0733358471170001,1.55310272247506,0.483265025205552,2,6,2,2,May,Returning_Visitor,False,False
3,320.199552691859,1,212.679223366873,76,2498.40777358389,0,0.00399755982371013,6.73461341737248,0.0364015296967314,2,1,2,1,May,New_Visitor,False,False
0,0,1,61.0616324208003,18,1826.00865602305,0,0.0100500624430871,56.5826364057487,0.216870100975506,2,1,1,3,Oct,Returning_Visitor,False,True
3,52.8840208947142,0,0,0,0,0.0601685697810376,0.0646454675609764,7.51926574084075,0.0185830865179607,3,2,1,3,Nov,Returning_Visitor,False,False
2,0,2,218.555993200824,53,1246.23241668675,0,0.0155143132408364,9.11877169623789,0.168748623318598,1,2,1,5,Nov,Returning_Visitor,True,True
4,58.5536893130678,2,99.9130593811258,70,1139.12339729287,0,0,10.3279247942256,0.0994833169236834,3,4,4,3,May,Returning_Visitor,False,False
9,446.995614408007,1,199.209092808534,99,3034.20675142877,0.035014173379284,0.0262571927054,1.21164469293364,0.00262620051765794,1,3,2,1,Dec,Returning_Visitor,True,False
4,127.712810243311,2,176.677045201867,46,1758.33767578714,0.0636408575764386,0.0756918501690372,0,0.00362345713816863,3,4,7,8,Nov,Returning_Visitor,False,False
1,204.91084505986,1,42.0189864966816,72,3556.64938923421,0.000383056153299265,0.00819053039106042,0,0,3,1,2,5,Nov,New_Visitor,False,True
6,400.06885890368,0,0,0,0,0,0,0.356486852665256,0.101807267104685,3,3,5,4,May,Returning_Visitor,False,False
6,244.945007493522,1,143.12692675566,0,0,0.0844089176895019,0.0937199346516853,0,0,3,3,6,1,May,Returning_Visitor,False,False
5,86.3068303037696,1,0,0,0,0.0120660550853554,0.0184639432982814,47.3628400198328,0,2,1,4,6,May,Returning_Visitor,False,True
5,131.880951498687,0,0,85,4449.22186997333,0.0441969451008336,0.074770350468631,6.32757002831784,0.264898533801605,3,4,1,1,Nov,Returning_Visitor,False,False
1,127.330942481134,3,58.9729599853977,32,628.998598354175,0.0019096968807678,0.0281210197814304,0,0.0289734171417113,1,1,2,4,Nov,Returning_Visitor,False,False
6,21.4528177020934,0,0,49,1555.60580215889,0.123232430523582,0.0950439756508744,0,0.171055543732811,3,3,4,5,Dec,New_Visitor,False,False
3,26.0376204689504,1,134.020576782999,36,0,0,0,7.4791117764171,0.195647926204302,4,4,1,8,May,Returning_Visitor,True,False
8,372.039868894274,0,184.569547825426,37,561.452098358335,0.131533804702341,0.135334437026233,11.8244838717759,0.0449855000421292,2,2,7,13,Nov,New_Visitor,True,False
7,292.464322179365,0,104.665655260318,102,4976.65225092288,0,0,0,0,2,1,1,1,May,Returning_Visitor,False,False
6,461.480911392984,5,505.359374617428,97,3469.47727884968,0,0.0115400938996399,0,0.068893594220107,2,2,3,3,Mar,Returning_Visitor,False,True
2,166.565401828363,0,77.8073924952849,49,903.422659141097,0.051024756347251,0.079017149164981,5.23279568916833,0,1,1,1,6,May,New_Visitor,False,False
0,0,0,0,0,0,0.0442515660480592,0.0900391845675641,0,0.08171791093965,2,1,4,6,Mar,New_Visitor,False,False
2,0,0,70.629732937213,111,4992.00970401369,0,0,0,0,2,1,7,1,Dec,Returning_Visitor,False,False
1,175.582467289923,1,131.47219723069,65,4010.22121928598,0.0818784148585539,0.0686973762714819,3.40729820837986,0.052399530636532,1,3,8,1,Dec,New_Visitor,False,False
3,322.378519776601,0,0,60,2359.89055947612,0,0,0,0.34443815789827,3,4,1,1,Nov,Returning_Visitor,True,False
1,127.519120566859,2,328.185782862906,54,2218.47097249318,0.0181011478103604,0.0361349586492442,2.34679767877466,0,2,1,1,1,Mar,Returning_Visitor,True,False
5,181.216519749227,0,35.6088828842635,105,4126.83146475765,0.0636270434509407,0.0767469107341102,0,0.028709817320849,3,1,6,1,Mar,Returning_Visitor,False,False
0,0,0,54.7200525795468,0,122.301800351333,0.0735564966409765,0.0999529873987958,0,0.20119783451208,3,2,4,1,Mar,Returning_Visitor,False,False
7,68.1890285375743,1,131.547960723235,91,2371.6508627381,0.0476486436413698,0.0634967807063621,3.1714056417624,0,2,1,3,2,Oct,Returning_Visitor,False,False
1,153.769740782111,0,0,0,0,0.134717005788561,0.158924196390973,0,0.012054062284938,1,3,1,2,Nov,Returning_Visitor,False,False
4,59.3443792026442,0,0,0,257.431715575833,0.0313904405319628,0.0782342928378271,10.0274487746189,0.183717121376397,1,1,4,6,Nov,New_Visitor,False,False
4,195.403346916915,3,181.747421159412,59,343.28005978831,0.0353591191671889,0.0452918810777625,6.9836534277388,0,2,1,3,3,Nov,Returning_Visitor,False,False
1,0,1,0,100,4532.61709225857,0,0,3.94845691859804,0.129414700970901,2,2,1,6,Mar,Returning_Visitor,False,False
0,0,0,0,18,0,0,0.0151094393293775,0,0.0776511731695091,1,1,1,1,Nov,Returning_Visitor,False,True
0,0,0,97.4500509953226,24,15.8159035721394,0.0507125802254952,0.0961677506736179,0,0.1282579251777,3,5,1,4,Dec,Returning_Visitor,False,False
5,31.9686094756089,2,12.4219371396291,16,1012.08710373664,0.0405875281195812,0.0634688864042321,0,0.176630318417083,3,3,7,2,May,Returning_Visitor,True,False
3,146.890754423126,0,44.4066722324733,31,0,0.0191992888798363,0.0491492593668277,9.81163118181793,0.0731808434394747,1,1,1,2,Dec,Returning_Visitor,False,False
7,212.966771573173,0,0,163,5347.15955473315,0.0145424391241263,0.0345488103686958,0,0,2,1,1,1,May,New_Visitor,False,True
5,116.167129439992,1,28.6400727911199,58,1221.94980238951,0.000515598507685188,0,0,0.143930088573119,2,1,1,3,May,Returning_Visitor,False,False
2,0,1,267.497978783134,26,1399.11572184892,0,0.020003388856913,4.04204360841936,0.197903672683089,1,1,5,3,Dec,Returning_Visitor,False,False
4,308.532055496404,1,88.3401251581794,29,2198.42535673306,0,0.0158015959702152,17.6753356401209,0,2,3,3,4,Mar,Returning_Visitor,True,False
1,267.325750448927,0,0,0,219.074725559885,0,0.0196452284852308,22.4374479345953,0.0368490265843762,2,5,4,6,June,New_Visitor,False,True
3,150.207702522816,2,200.620656644019,61,2435.28800513161,0.0132529654682033,0.0257149198658295,7.22262172801669,0.173723398696277,1,2,2,4,May,Returning_Visitor,False,False
2,84.7089928586445,1,143.486233108834,66,2397.57152871633,0.000584342149560072,0.0314964730974357,0,0,2,3,5,5,June,Returning_Visitor,False,True
6,325.914605269901,3,264.698542883143,115,3340.57260817684,0.0180772376939328,0.0419853523414058,40.5331839468318,0,2,4,2,5,Nov,Returning_Visitor,False,True
0,0.322355532974356,0,0,0,0,0.135603679465633,0.11556659769411,0,0,2,4,1,7,May,New_Visitor,True,False
6,156.922304360074,0,0,91,5588.94238328881,0.00605301086983858,0.0330733609935089,7.17123929988498,0,2,3,5,5,Nov,Returning_Visitor,False,False
3,154.817703282488,0,0,0,0,0.00379964898239941,0.0586451087017808,0,0,1,3,1,2,Nov,Returning_Visitor,False,False
7,49.8376430588062,1,208.510569194915,47,1263.01748114485,0,0.0157292569997854,0,0.381976561504692,1,5,3,4,May,Returning_Visitor,False,False
0,0,0,0,0,0,0.0755945313116481,0.10850257870778,1.06914122464976,0,2,2,7,9,May,New_Visitor,False,False
3,357.592540924076,1,277.175396916017,68,4014.21882132412,0.00576104059399216,0.0213178364482041,0,0.0947650037430724,3,4,7,1,Nov,Returning_Visitor,False,False
1,97.7474733020031,0,195.441737188627,22,0,0.0935449077580006,0.117298535344365,0,0,2,1,6,3,Nov,Returning_Visitor,False,False
4,97.963233711004,1,161.860883368522,91,3309.66560416777,0.00177455358614645,0.0578283169166623,0,0.532586685867438,2,2,1,4,Nov,Returning_Visitor,True,False
0,0,0,92.0669192274432,2,700.684464003347,0.0898907864438496,0.0767260240650997,2.94064405452337,0.161128959930516,2,4,6,1,Nov,New_Visitor,False,False
0,0,0,91.2012626424503,0,0,0.0223846551605018,0.0445295347934782,0,0,1,1,4,1,Nov,Returning_Visitor,False,False
7,155.896285426658,2,102.380871917781,82,3001.13167268305,0,0,11.3459549461974,0.0563431573498634,1,2,4,6,Dec,Returning_Visitor,False,False
0,0,0,0,17,324.967667229462,0.0335536847732954,0.047269329452629,10.0588315321534,0.169825679237058,3,2,2,13,Dec,Returning_Visitor,False,False
4,78.6946223628742,1,0,101,2847.91653470214,0,0,60.093639338534,0.129060137623486,2,3,1,1,Aug,Returning_Visitor,True,True
0,282.050153168308,0,0,0,0,0.0171256097379838,0.0337426885812557,0,0.171004441303512,2,2,5,6,Mar,New_Visitor,False,True
5,0,0,0,29,300.140757843171,0,0.0208525425716396,2.21461407979378,0.220933649123053,3,4,3,6,May,Returning_Visitor,False,False
0,0,0,14.102393850819,55,2524.96361155105,0.0546272180526516,0.0662959703014391,9.00064749326944,0,2,1,7,4,Dec,Returning_Visitor,True,False
8,512.871340189161,0,58.5589661132008,0,0,0.00373841573057161,0,84.6165737158514,0,3,5,4,15,Dec,Returning_Visitor,False,True
4,179.927058150349,1,0,42,1312.63999611275,0.0944668129168922,0.0659507052282182,0,0.157989954642981,3,1,4,10,Dec,Returning_Visitor,False,False
0,0,1,119.490487684979,40,1131.83061783904,0,0,0,0.069976838072118,3,6,1,3,Aug,New_Visitor,False,False
3,128.785349926332,0,20.5761591413573,63,2498.58002477052,0.00719877408331767,0.0237775240303623,0,0,3,3,4,1,May,Returning_Visitor,False,False
1,35.4984613658206,0,0,0,0,0.131197752331438,0.195472270934272,8.40595930322388,0.494644951080218,1,2,7,6,Nov,Returning_Visitor,False,False
0,0,0,0,0,0,0.0289260419875404,0.0508056330194008,17.3803599941941,0.348712918186709,1,2,7,9,June,Returning_Visitor,True,False
0,0,0,0,42,0,0.0543559727186501,0.0798165155026948,0.0687354272239931,0,2,4,6,1,Dec,Returning_Visitor,False,False
3,52.4038846037839,1,5.55726318086589,56,2324.46327013761,0.014896102579296,0.0343754135025079,9.54234280700488,0,3,1,4,7,Oct,Returning_Visitor,False,False
2,214.387406408305,1,221.626488353862,45,1782.48480814083,0.120790555616779,0.114763271582749,0,0,2,3,6,3,Nov,Returning_Visitor,False,False
6,247.98042783045,0,0,23,0,0.0212773925369353,0.0480663420826995,0,0,2,3,5,8,Oct,Returning_Visitor,False,False
0,87.6834279864739,0,0,0,0,0.0811280627144051,0.0782798982221321,4.18152004795345,0,2,1,4,1,Mar,Returning_Visitor,False,False
7,449.488801808391,1,0,63,2585.24051550452,0,0,0,0,3,4,2,5,Jul,Returning_Visitor,True,False
4,80.0706521875757,0,166.497670533507,77,4127.99378808709,0.0587294339237625,0.0808774974195035,0,0.402969062753268,3,2,1,5,Mar,Returning_Visitor,False,False
3,75.5568559606618,0,0,0,63.8992686792573,0,0,0,0.209781978657644,2,1,7,6,Dec,Returning_Visitor,False,False
2,171.550812065149,0,0,42,1328.18014268169,0.0681869583510208,0.0995405354955538,6.49799015869537,0.000997315336263224,1,2,1,1,Sep,Returning_Visitor,False,False
0,40.2783185511087,1,98.5969100794892,27,269.643805493235,0.0194547197601591,0.0400902968682374,0,0,2,2,3,3,May,Returning_Visitor,False,False
3,217.72782818664,1,0,59,3388.10415043848,0,3.91462090351263E-05,0,0,1,1,5,2,Nov,New_Visitor,False,False
5,64.9791220481736,3,328.648433519094,96,3386.97662996822,0.0399162980278798,0.0622586695954449,14.5835968111108,0.318094657996034,2,1,1,2,May,Returning_Visitor,False,False
8,255.591390531248,2,75.2276774333034,81,3999.1274282422,0,0,12.146034115471,0.425182773009109,2,4,1,3,Nov,Returning_Visitor,False,False
0,43.8994589247046,0,50.4174550883827,0,0,0.0894600120587486,0.128967364491603,0,0.369063535109736,2,1,4,5,May,Returning_Visitor,False,False
